,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
4965,i m wanted,2,"generalisation,morality",322,facts,4,judgemental,87
4966,i m warning you i wo not tolerate one more mistake from you,1,"denial,demand,activity,person,action,where,when,objective,thismany,negative,realistic",133,"facts,proposals",12,"negative,fault,realistic,precise,demanding",105
4967,i m warning you you re not going to keep treating me like this for long,1,"denial,demand,activity,person,action,where,when,objective,howmany,negative,realistic",132,"facts,proposals",12,"negative,fault,realistic,precise,demanding",105
4968,i m wetting like crazy,4,fact,208,facts,4,fact,56
4969,i m willing to give it a try,4,fact,208,facts,4,fact,56
4970,i m worried about the fact that i ve been sleeping only 3 hours a night for three days,4,"fact,feeling,selfempathy",231,"facts,emotions",5,"fact,feeling",58
4971,i m worried about the outcome of these negotiations,4,"fact,generalisation",235,"facts,emotions",5,"fact,judgemental",59
4972,i m worried that someone broke into your house,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4973,i m writing to thank you for the hard work you ve dedicated to the project,4,"fact,empathy",213,facts,4,"empathy,fact",13
4974,i m writing to thank you for the incredibly positive tone you ve set for me this week,4,"fact,empathy",213,facts,4,"empathy,fact",13
4975,i m years or billions of light years ahead of you i m watching you from far away and i can see that you are always pathetic,0,"provocation,comparison",505,facts,4,"provocation,judgemental",145
4976,i ve already made a huge effort,2,"sacrifice,reproach",606,facts,4,fault,63
4977,i ve already told you a bunch of times what it is so if you do not understand i ca not do anything for you,0,"unavailable,reproach",632,facts,4,fault,63
4978,i ve already told you a hundred times that the cat does not like that brand of kibble what does it take to get you to stick it in your head ?,1,"deserves,reproach",159,facts,4,fault,63
4979,i ve already told you a thousand times to plug in your pc if you want it to work it s not a fucking laptop,0,"deserves,reproach",159,facts,4,fault,63
4980,i ve always been told that it s a good thing not to let people like you walk all over you,0,"provocation,generalisation,labelling",520,facts,4,"provocation,judgemental",145
4981,i ve become transparent to you,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
4982,i ve been better,4,"generalisation,morality",322,facts,4,judgemental,87
4983,i ve been listening to you talk about your parents for 3 hours i d like to talk to you about my problems too,4,fact,208,facts,4,fact,56
4984,i ve been looking for the keys for 10 minutes and i ca not find them,5,fact,208,facts,4,fact,56
4985,i ve been waiting far too long,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
4986,i ve gained 3kg since last month,4,fact,208,facts,4,fact,56
4987,i ve got a crush on you,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
4988,i ve got a revenge to take,1,denial,129,facts,4,fault,63
4989,i ve got a thing for you,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
4990,i ve got one hell of a boner,4,positivebias,461,facts,4,positivebias,131
4991,i ve got to win even if it means crushing others,1,generalisation,303,facts,4,judgemental,87
4992,i ve heard a lot of bad things about you,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
4993,i ve heard you do not know how to do it,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
4994,i ve never met a leading actor who s so tight,0,"comparison,reproach",107,facts,4,"judgemental,fault",89
4995,i ve never seen anyone with such a catastrophic potty mouth as yours,0,"generalisation,reproach,comparison",335,facts,4,"judgemental,fault",89
4996,i ve organised a sex toy meeting with some girlfriends,4,fact,208,facts,4,fact,56
4997,i ve told you a million times to stop pretending i m not here,1,"unsolicited,reproach",728,facts,4,"fault,unsolicited",66
4998,i ve told you about it before but you never listen,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
4999,i ve totally fallen for you,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
5000,i d be lost if it weren t for you,4,positivebias,461,facts,4,positivebias,131
5001,i d do anything to make you smile,4,"positivebias,empathy",469,facts,4,"empathy,positivebias",39
5002,i d like to confirm our arrangement next week,4,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,proposals",8,"feeling,unprecise,realistic,fact,positive",85
5003,i d like to get to know you better,3,"fact,generalisation,activity,person,action,when,where,why,howmany,positive,realistic,empathy",242,"facts,emotions,proposals",8,"empathy,unprecise,judgemental,realistic,fact,positive",53
5004,i d like to inform you of the new project,4,"fact,generalisation,activity,person,action,when,where,why,howmany,positive,realistic",241,"facts,emotions,proposals",8,"unprecise,judgemental,realistic,fact,positive",187
5005,i d like to see people who hurt others be given the opportunity to make amends for harm they caused because i value healing and restoration of trust,5,"fact,generalisation,need,activity,person,action,when,where,why,howmany,positive,realistic",243,"facts,emotions,proposals,needs",9,"need,unprecise,judgemental,realistic,fact,positive",103
5006,i d like to see the data to understand this point,4,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,proposals",8,"feeling,unprecise,realistic,fact,positive",85
5007,i d like to tell you what i heard your husband say and i d like you to repeat it back i heard that your husband says he has a need to protect the family and he s scared because he wants to be sure that the family is protected,4,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,proposals",8,"feeling,unprecise,realistic,fact,positive",85
5008,i d like you all to come over and sit down so i can tell you who i am and what i d like us to do today,4,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic,empathy",224,"facts,emotions,proposals",8,"empathy,feeling,unprecise,realistic,fact,positive",27
5009,i d like you to agree to knock before you enter my office,5,"fact,generalisation,activity,person,action,time,where,why,howmany,positive,realistic",238,"facts,emotions",5,"precise,judgemental,realistic,fact,positive",136
5010,i d like you to agree to knock before you enter my office,4,"fact,generalisation,activity,person,action,time,where,why,howmany,positive,realistic",238,"facts,emotions,proposals",8,"precise,judgemental,realistic,fact,positive",136
5011,i d like you to be honest with me about yesterday s meeting,3,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,needs,proposals",7,"feeling,unprecise,realistic,fact,positive",85
5012,i d like you to feel more confidence in yourself,2,what,752,"facts,proposals",12,unprecise,186
5013,i d like you to let me be me,2,what,752,"facts,emotions,needs,proposals",7,unprecise,186
5014,i d like you to listen to me when i talk to you,3,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,needs,proposals",7,"feeling,unprecise,realistic,fact,positive",85
5015,i d like you to prepare supper every monday night,4,"fact,feeling,activity,person,action,time,where,why,thismany,positive,realistic",217,"facts,emotions,proposals",8,"feeling,precise,realistic,fact,positive",82
5016,i d like you to prepare supper more often,3,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic",223,"facts,emotions,proposals",8,"feeling,unprecise,realistic,fact,positive",85
5017,i d like you to spend more time with me at home,5,"fact,feeling,activity,person,action,when,where,why,howmany,positive,realistic,empathy",224,"facts,emotions",5,"empathy,feeling,unprecise,realistic,fact,positive",27
5018,i d like you to take a course in assertiveness training which i believe would increase your self confidence,4,"fact,feeling,activity,person,action,when,where,objective,howmany,positive,realistic,empathy",221,"facts,emotions",5,"empathy,feeling,precise,realistic,fact,positive",25
5019,i d like you to take a course in assertiveness training which i believe would increase your self confidence,4,"fact,feeling,activity,person,action,when,where,objective,howmany,positive,realistic,empathy",221,"facts,emotions,proposals",8,"empathy,feeling,precise,realistic,fact,positive",25
5020,i d like you to tell me if there s some other way of meeting your needs that wouldn t hurt me,5,"fact,feeling,activity,person,action,when,where,objective,howmany,positive,realistic,empathy",221,"facts,emotions",5,"empathy,feeling,precise,realistic,fact,positive",25
5021,i d like you to tell me if you predict that my proposal would be successful and if not what you believe would prevent its success,4,"fact,feeling,activity,person,action,when,where,objective,howmany,positive,realistic",220,"facts,emotions,proposals",8,"feeling,precise,realistic,fact,positive",82
5022,i d like you to tell me if you would be willing to meet for lunch once a week,5,"fact,feeling,activity,person,action,when,where,objective,thismany,positive,realistic",222,"facts,emotions",5,"feeling,precise,realistic,fact,positive",82
5023,i d like you to tell me if you would be willing to meet for lunch once a week,4,"fact,feeling,activity,person,action,when,where,objective,thismany,positive,realistic",222,"facts,emotions,proposals",8,"feeling,precise,realistic,fact,positive",82
5024,i d like you to tell me if you would be willing to postpone our meeting for one week,4,"fact,feeling,activity,person,action,when,time,objective,thismany,positive,realistic",219,"facts,emotions,proposals",8,"feeling,precise,realistic,fact,positive",82
5025,i d like you to tell me one thing that i did that you appreciate,4,"fact,generalisation,activity,person,action,time,where,why,thismany,positive,realistic",239,"facts,emotions",5,"precise,judgemental,realistic,fact,positive",136
5026,i d like you to tell me one thing that i did that you appreciate,4,"fact,generalisation,activity,person,action,time,where,why,thismany,positive,realistic",239,"facts,emotions,proposals",8,"precise,judgemental,realistic,fact,positive",136
5027,i d like you to tell me what i might do to make it easier for you to feel free to express yourselves around me,4,"fact,generalisation,activity,person,action,time,where,why,thismany,positive,realistic,empathy",240,"emotions,proposals",3,"empathy,precise,judgemental,realistic,fact,positive",44
5028,i d love the opportunity to meet with you and discuss in person,4,"fact,generalisation,activity,person,action,time,where,why,thismany,positive,realistic,empathy",240,"facts,emotions",5,"empathy,precise,judgemental,realistic,fact,positive",44
5029,i d love to share it with you and get your input,4,"fact,generalisation,activity,person,action,time,where,why,thismany,positive,realistic",239,"facts,emotions",5,"precise,judgemental,realistic,fact,positive",136
5030,i d love to stay and chat but you are a complete idiot,0,"provocation,generalisation,reproach,labelling",523,facts,4,"provocation,judgemental,fault",146
5031,i d rather argue with you than kiss someone else,4,positivebias,461,facts,4,positivebias,131
5032,i d rather do something else,4,fact,208,facts,4,fact,56
5033,i d really like to understand your needs so we can work this problem out,4,"fact,generalisation,activity,person,action,time,where,objective,thismany,positive,realistic,empathy",236,"facts,emotions,proposals",8,"empathy,precise,judgemental,realistic,fact,positive",44
5034,i d slap you but that d be animal abuse,0,"provocation,generalisation,reproach",522,facts,4,"provocation,judgemental,fault",146
5035,i ll always choose you,4,positivebias,461,facts,4,positivebias,131
5036,i ll get back to you asap,4,fact,208,facts,4,fact,56
5037,i ll try being nicer if you try being smarter,0,"provocation,generalisation",517,"facts,proposals",12,"provocation,judgemental",145
5038,i m afraid i can t manage wednesday,4,"fact,feeling",216,"facts,emotions",5,"fact,feeling",58
5039,i m all yours,4,positivebias,461,facts,4,positivebias,131
5040,i m anticipating that the teacher will be concerned about whether the students will go willingly to the do nothing room,4,selfempathy,609,"facts,emotions",5,feeling,72
5041,i would appreciate your sharing whatever ideas you have with me,4,"positivebias,empathy,feeling",471,"facts,emotions,proposals",8,"empathy,positivebias,feeling",40
5042,i m attaching the files,4,fact,208,facts,4,fact,56
5043,once you understand each other s needs i m confident we can work on strategies to meet those needs,4,positivebias,461,"facts,emotions",5,positivebias,131
5044,would you be willing to say what response you d like from us ?,4,"activity,person,action,when,where,why,thismany,positive,realistic,empathy",23,proposals,18,"realistic,empathy,positive,precise",152
5045,would you be willing to explain how your words relate to what i said ?,5,"activity,person,action,when,where,why,thismany,positive,realistic,empathy",23,proposals,18,"realistic,empathy,positive,precise",152
5046,i m crazy about you,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
5047,i m crazy about you my love,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
5048,i m crushing on you,4,"positivebias,feeling",474,"facts,emotions",5,"positivebias,feeling",132
5049,i m curious can i have some clarity on this point ?,4,"activity,person,action,when,where,why,thismany,positive,realistic,empathy",23,proposals,18,"realistic,empathy,positive,precise",152
5050,i m devoted to you,4,positivebias,461,facts,4,positivebias,131
5051,i m discouraged because i would have liked to have progressed further in my work by now,5,"fact,feeling,activity,person,action,time,where,why,thismany,positive,realistic,selfempathy",218,"facts,emotions",5,"feeling,precise,realistic,fact,positive",82
5052,i m discouraged if that s the only way,4,"fact,feeling",216,"facts,emotions",5,"fact,feeling",58
5053,i m disgusted with how heavy i m getting,1,"labelling,generalisation,morality",387,"facts,emotions",5,judgemental,87
5054,i m disgusted with how heavy i m getting,2,"labelling,generalisation,morality",387,"facts,emotions",5,judgemental,87
